uri,title,popularity,base_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4aM0fbIFtdDbwIrbioUHC0,In Da Getto - Martinez Bros Remix,36,76.66666666666667,0.783,0.931,0,-2.74,1,0.0367,0.0013,0.478,0.0464,0.817,126.969,184424,4
5didpIwuCNWCtjj4JWRAJt,Baby (with J Balvin),49,86.0,0.755,0.882,10,-1.957,0,0.0532,0.125,0.00142,0.103,0.606,99.984,193555,4
0NSER7plpTXMwtqbTFiFbe,Wonderful Christmastime - Full Length Version / Remastered 2011,3,78.0,0.651,0.587,11,-8.605,1,0.0525,0.285,0.0,0.0674,0.815,188.339,256987,4
2IePEfMAtqWS6rLXXFZIgI,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",81,85.0,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997,224042,4
6oG0fx93sTmd7vpNoQLD8i,"Prelude and Fugue No. 1 in C Major, BWV 846: I. Prelude",1,47.5,0.221,0.0645,0,-26.128,1,0.0354,0.985,0.939,0.0981,0.143,107.606,91827,4
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),86,78.0,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4
0hyBnEUcv1R5xC5ulZSpEM,Alghe,53,58.0,0.815,0.685,8,-6.183,0,0.106,0.132,1.04e-06,0.0963,0.496,94.02,163804,4
3x350xSE2bC18dMU3B8RD5,Heat Waves - Oliver Heldens Remix,7,79.0,0.714,0.787,11,-6.006,1,0.033,0.0627,0.000883,0.11,0.263,127.999,243537,4
426lDtGrejS1wga7gmAmDv,No Man No Cry - Jimmy Sax Version,64,57.0,0.775,0.601,5,-9.549,1,0.0849,0.129,0.616,0.129,0.355,121.998,419500,4
102iifqNiyFuNBrY5BYijA,VIA DA QUI (feat. Ernia & Tiromancino),40,61.0,0.771,0.566,11,-8.453,0,0.0858,0.0126,6.01e-05,0.109,0.18,144.008,167507,4
1khmgu0pveJbkbpbkyvcQv,La Romana,75,88.5,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4
2N8m6CYs74qQO4mjVcXO30,Dance Monkey,79,77.0,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,4
5qn15Hs4s26YaNd5UWVe00,Fiamme negli occhi,61,53.0,0.683,0.606,7,-6.473,1,0.0305,0.0353,1.23e-06,0.131,0.7,104.018,206001,4
386RUes7n1uM1yfzgeUuwp,The Lazy Song,77,92.0,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,189109,4
1XweohkzJ8grELSqhPQMU3,Y,24,36.0,0.627,0.97,6,-2.937,0,0.308,0.0629,0.0,0.339,0.226,122.032,139170,4
4QCz2TaZfI9xcit4AL1EhB,LUNA (feat. Gaia),58,65.0,0.811,0.642,1,-5.284,0,0.0395,0.129,0.055,0.0803,0.656,117.995,185560,4
7Jpt80Ycicbi320IJn1iBm,SUD,58,62.0,0.737,0.672,10,-5.74,1,0.0397,0.283,2.04e-06,0.095,0.254,100.041,168423,4
0tD4EXZRm1JGDYWtKYFLWK,Angelina Jolie,75,63.0,0.681,0.691,4,-6.684,0,0.181,0.073,0.0,0.113,0.644,160.338,169671,4
5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),93,93.5,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
0Whb9aZ0dGi75NyvIv5D0y,Vero o Falso (feat. Speranza & Rafilù),64,60.0,0.546,0.633,6,-7.108,0,0.287,0.114,0.0,0.11,0.378,72.563,147413,4
4vbZi2Nc5metxSf6vvMXNT,Christmas Medley,55,61.0,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.149,219160,4
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),83,75.5,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4
2ZVy2t6AMwQL0fPUZqBZd1,Santa Baby,3,79.5,0.748,0.778,0,-5.752,1,0.137,0.0501,0.0,0.284,0.777,95.989,170933,4
4YJUTdZ0Pgl0ZeNyHYXeLd,Love Of My Life - Remastered 2011,74,88.0,0.329,0.179,5,-11.589,1,0.0299,0.933,5.04e-06,0.115,0.255,154.175,217387,4
7MfHVaX8kmlc8yY4oiDZY3,That's Christmas to Me,0,84.0,0.424,0.132,6,-10.101,1,0.0316,0.557,0.0,0.214,0.408,80.979,183560,4
5Yg2cBEMeirxY7ikWbYnbM,Chant,0,80.0,0.489,0.6,0,-12.345,0,0.0375,0.0901,0.894,0.109,0.094,99.983,153933,4
3PIDciSFdrQxSQSihim3hN,Christmas (Baby Please Come Home),86,87.0,0.561,0.782,3,-7.444,1,0.0317,0.022,0.0,0.109,0.704,127.148,153240,4
50Fdqnn6Y2fF1R6XqzAx89,Therapist,0,79.0,0.657,0.764,4,-6.199,1,0.0318,0.0292,1.17e-05,0.0978,0.915,139.961,154013,4
4G9wc9AvdDJYCzIHGqOq7n,la luz(Fín),0,87.0,0.732,0.457,11,-8.215,0,0.0969,0.0851,2.28e-05,0.0805,0.58,166.012,180001,4
3a5COgTLYYWOSU4DV8vm23,Dime Cómo Quieres,0,78.0,0.84,0.667,11,-3.924,0,0.0314,0.348,0.0,0.261,0.89,124.881,171360,4
4vlmiFfNIgdfuQJcIgIYhk,Comunque andare,58,64.0,0.694,0.863,7,-3.881,1,0.0446,0.331,0.0,0.111,0.373,127.958,218733,4
6D8tiIQF8kjM7ORmxCc8iT,Don,0,88.0,0.595,0.581,2,-8.872,0,0.185,0.51,0.0,0.584,0.33,112.299,144216,3
5S2Bshrq6Bh4zHZoXkUtvf,Malibu (feat. Gemitaiz),56,69.0,0.766,0.839,7,-5.994,1,0.194,0.193,0.0,0.102,0.47,108.967,216107,4
5rGNMvZh5oLw20vjMaf8VW,PULL UP (feat. Big P),59,50.666666666666664,0.785,0.682,1,-4.645,1,0.201,0.0267,0.0,0.0646,0.419,105.995,166523,4
7nxWTXsWF0i3KHUzNZmxoB,QQQ,39,71.0,0.87,0.539,4,-9.633,0,0.243,0.406,0.000129,0.123,0.461,124.934,186185,4
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,83,92.0,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4
1hNmQc9kFq67hSxA92ODcE,PARADISO VS. INFERNO (INTERLUDE) (con ROSHELLE),52,61.0,0.531,0.716,6,-6.825,1,0.464,0.729,0.0,0.645,0.428,179.702,192882,4
4hJSzUREpdDo8uhgEflbHr,Sally,61,68.0,0.666,0.621,2,-6.104,1,0.0335,0.289,0.000536,0.103,0.52,100.829,283387,4
0HWtszSLI12uelKjdhlNkN,Lo Sai Da Qui,42,61.0,0.411,0.743,9,-3.559,1,0.0366,0.177,0.0,0.11,0.298,138.089,285973,4
4CR51828GvcKA3psgXdWBy,Dope Boy's Diary,2,84.0,0.616,0.761,10,-6.921,0,0.272,0.0851,0.0,0.254,0.435,93.146,184965,4
2LYt5nf0m90Bz8fuudLQd1,Questa nostra stupida canzone d'amore,48,59.0,0.509,0.672,0,-5.477,1,0.0363,0.238,0.0,0.125,0.425,78.084,249418,4
5n6RDaGFSN88oRWuGtYAIN,The Show Must Go On - Remastered 2011,71,88.0,0.426,0.687,11,-6.926,0,0.0329,0.409,0.0,0.112,0.189,84.141,277827,4
1YBItUnKj01KBXhpFtvINp,Winter Wonderland,71,75.0,0.404,0.84,7,-3.764,1,0.04,0.0525,8.64e-06,0.516,0.682,122.549,144133,4
49FYlytm3dAAraYgpoJZux,Umbrella,83,88.0,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4
524euygKKFWurhvIdSrkg6,I Tuoi Particolari,53,72.0,0.659,0.588,0,-5.682,1,0.063,0.632,0.0,0.124,0.297,135.884,219939,4
7iTTQvztpfrDneVSX9IGBD,Stamm Fort (feat. Sfera Ebbasta),58,73.5,0.78,0.521,0,-5.094,1,0.123,0.0983,0.000125,0.0967,0.643,160.087,171375,4
6pDqB2dlzxB2i9Inu4h3wC,Una canzone che non so,59,69.0,0.705,0.502,11,-6.612,1,0.0262,0.384,0.0,0.123,0.548,119.862,185173,4
0BuABECzZia5o7bTwn9dpV,Peaches,0,87.66666666666667,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
5zakPCpl4O2v1UEow7Qv29,Natural Blues,48,65.0,0.652,0.421,7,-8.78,0,0.0302,0.716,6.21e-05,0.0995,0.387,108.094,247497,4
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,86,96.0,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
6GLmGfALwjzCaOiHwgfU7g,Ti dedico il silenzio,62,72.0,0.661,0.443,8,-9.303,1,0.0688,0.175,0.0,0.177,0.147,80.0,234250,4
7xapw9Oy21WpfEcib2ErSA,Mistletoe,90,97.0,0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,182947,4
26HwrBiDLMkdvxhYKnnKel,Anyone,0,97.0,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779,4
1IkkOlYbhHxGxyxqC5nVOx,Non dirgli mai,53,59.0,0.591,0.619,2,-6.36,0,0.0384,0.113,0.0,0.272,0.28,147.795,253573,4
6odNu9ICruh5ZuCxmjXTsI,Feeling,46,71.0,0.888,0.449,4,-11.271,0,0.196,0.261,0.0389,0.117,0.278,113.959,177368,4
5Q2P43CJra0uRAogjHyJDK,"Baby, It's Cold Outside (feat. Meghan Trainor)",81,79.0,0.583,0.572,1,-4.776,1,0.0366,0.738,0.0,0.266,0.684,113.998,173560,4
1k6aCb4GOiMnPs6XS7TbdN,White Christmas,2,62.333333333333336,0.211,0.255,9,-12.964,1,0.0328,0.923,0.00383,0.405,0.226,85.841,185280,4
1QuDv42zm8G49qRhOSnDgz,"33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation XXV (Allegro)",23,61.5,0.505,0.122,2,-24.899,0,0.0372,0.995,0.96,0.115,0.8,85.126,47053,4
56WecW5HnWstqg0GvhseEP,Giovane e triste,73,63.0,0.589,0.461,0,-8.557,0,0.278,0.521,0.0,0.103,0.694,80.14,186079,4
1vVACNObD8anWLnPODyir5,UNLOCK THE SWAG,42,47.0,0.828,0.568,0,-6.497,1,0.221,0.547,0.000131,0.421,0.687,119.687,174571,4
7HbBVOUIBfkXX3SyW7q0nY,Savage,3,86.0,0.843,0.743,11,-5.608,1,0.335,0.0251,0.0,0.096,0.698,168.98,155497,4
5NIg9rS2qt35MsK3pxnny0,Ho Imparato A Sognare,53,54.0,0.368,0.596,3,-9.278,1,0.0365,0.0525,0.0,0.129,0.254,160.602,253667,3
3cMAS9DjZHrAnKvPrTIw7Z,Wait for You (feat. Zoe Wees),69,72.0,0.502,0.65,1,-4.27,1,0.0531,0.366,0.0,0.0956,0.392,159.78,153027,4
39zRbeCQ9tFloZKlC3LEhQ,"Christmas Oratorio, BWV 248 / Part Five - For The 1st Sunday In The New Year: No. 52 Rezitativ: ""Mein Liebster herrschet schon""",0,63.0,0.367,0.0686,5,-21.974,0,0.0466,0.973,0.00297,0.12,0.123,86.732,25267,3
10y452DRiLSzDQAcX2Ek2j,Oh Cacchio,57,57.5,0.796,0.69,7,-11.431,1,0.319,0.235,0.0,0.154,0.604,100.131,129625,4
0rork59Tm6wKPD4SMTay1n,Un attimo ancora,57,50.0,0.675,0.403,5,-14.934,1,0.0813,0.273,1.38e-06,0.384,0.624,85.044,240240,4
45orGo0BvJ0jplYe4QO1OD,Lost On You,0,82.0,0.555,0.279,10,-8.244,1,0.0563,0.881,0.0,0.0934,0.376,123.696,197173,4
3GtBfQvbJxGKh3HdhNsR4A,Jingle Bells,0,81.0,0.524,0.466,3,-10.846,1,0.028,0.748,0.0,0.357,0.906,141.535,138827,4
3Q8uAWQZwdzUflCGYwPTc1,V,24,34.0,0.624,0.916,0,-5.57,1,0.0284,0.108,0.00443,0.384,0.659,129.452,192027,4
5sMechyaVyijGsbp01E9x2,Dove Gli Occhi Non Arrivano,54,75.0,0.712,0.665,0,-6.289,1,0.0915,0.0369,0.0,0.113,0.242,97.951,171907,4
0vpRoiHg9MARn0RhbOGNhD,SQUALI (feat. VillaBanks & Touché),54,61.333333333333336,0.822,0.783,1,-4.965,0,0.0911,0.474,7.84e-06,0.0934,0.268,100.017,229200,4
5bXEIBXphTUu2aWwR6z2Zb,Blue Christmas,0,82.0,0.496,0.358,4,-10.55,1,0.0317,0.857,3.4e-05,0.129,0.597,95.138,128133,4
6vuEjpJFDnQfgSv2HYyC3h,X,58,44.0,0.523,0.391,4,-11.769,0,0.03,0.437,0.492,0.205,0.0378,109.952,169038,4
3VHFkxbekZQF7xLRd7KjgL,Johnny And Mary,67,65.0,0.662,0.569,11,-12.468,0,0.0431,0.0254,0.103,0.0247,0.97,152.943,239173,4
6gan8nbS78t2sUy0M9UpAX,Solletico (feat. Tedua & The Night Skinny),60,69.33333333333333,0.554,0.724,1,-6.537,1,0.187,0.0493,0.0,0.1,0.34,148.526,186067,4
7wuJGgpTNzbUyn26IOY6rj,Total Eclipse of the Heart,79,69.0,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,4
0YFwTfVGslNeOWMeZ8qyhP,C,8,49.0,0.423,0.946,1,-6.253,1,0.0797,2.95e-06,6.39e-05,0.104,0.324,93.043,210067,4
4jiCUUfjuJoG03gnw3jj1r,Twerk (con Boro Boro),59,65.0,0.906,0.525,9,-7.482,1,0.305,0.0504,2.88e-06,0.0859,0.365,96.005,152440,4
4NP0qFSH9v6ykzOv2CKoHj,Cuánto A Que Te Olvido,0,65.0,0.748,0.453,3,-5.847,1,0.0343,0.295,0.0,0.0933,0.961,132.041,203107,3
2gph55NhYMhh9i3LHTKzG3,LOCATION,1,90.33333333333333,0.772,0.758,9,-3.891,1,0.0482,0.0433,0.0,0.295,0.654,115.977,265240,4
4cGqn0E8JCSY9gQllQj4Mf,Let Somebody Go,84,89.0,0.592,0.342,0,-8.93,1,0.0339,0.193,0.00245,0.11,0.155,130.953,241595,4
0cu0rhnlCnJ7JIeHRiLpj3,Ball If I Want To,81,89.0,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,112547,4
5eKELH98u9bcGb8RIHC7Aj,Happy New Year,5,83.0,0.51,0.375,9,-9.194,1,0.0288,0.812,0.0,0.145,0.25,132.555,263693,4
6HuHls5kszhw7CF6xG6oks,La Pared 360,5,86.5,0.776,0.72,2,-4.681,0,0.151,0.231,0.0,0.147,0.829,168.273,152596,4
1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know,79,72.0,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,237147,4
1Z5bwaUSAi9OxfSUk32dDt,Besos En Guerra,0,79.0,0.691,0.973,2,-3.586,1,0.048,0.126,0.0,0.101,0.783,143.961,231533,4
0n84KQcjfidLn70aI15niR,Wanderlust!,49,60.0,0.793,0.716,1,-7.46,1,0.11,0.621,0.0,0.0826,0.561,103.995,203077,4
04KNY2l5KBTuF6Lj1hyDH7,Tu Si A Droga Pe Me (feat. MV Killa),0,65.5,0.691,0.643,8,-8.678,1,0.077,0.625,1.35e-06,0.3,0.225,97.969,176587,4
7LJkGyL4vVrtn1mho7BmtA,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",63,84.5,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,225850,4
7MC4XR9M9amdmKQr2iDF7i,Iko Iko (My Bestie),81,65.0,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.827,105.039,182857,4
3L2VEqfOzCBAfhfR0Q14SQ,Parli Parli (feat. Elodie),55,64.5,0.536,0.723,5,-3.584,1,0.048,0.0331,0.0,0.0884,0.707,157.025,209173,4
2qf3XMhEWnEld5Y1qih1DH,E,12,37.0,0.596,0.988,7,-6.712,1,0.0407,0.000538,0.735,0.141,0.608,139.665,194720,4
1DYfhZ3fF3MRiuu5QxwNBO,Sei di mattina - Acoustic Version,54,51.0,0.586,0.359,6,-13.099,1,0.165,0.77,0.0,0.0871,0.406,140.011,254885,4
5LtMbWigY1K6k3HjSslJoO,My Way,48,45.0,0.855,0.667,9,-5.431,0,0.0344,0.117,1.5e-05,0.36,0.438,112.989,202269,4
0JlajlBTAtyssMBmrer6tH,"Die Zauberflöte, K. 620, Act II: Pa-pa-pa-papagena",1,34.6,0.447,0.181,2,-20.37,1,0.0415,0.921,0.255,0.0591,0.39,109.668,159333,4
1wPeCnYXsv9WJLQRZwprsX,Santa Claus Is Comin’ To Town,0,85.0,0.66,0.473,5,-6.603,1,0.0315,0.282,0.0,0.167,0.488,130.045,209880,4
4Z43nMEiOiNeDrqu2BN0JD,La tua canzone,61,72.0,0.491,0.776,1,-5.119,1,0.0596,0.0907,0.0,0.111,0.626,179.927,192040,4
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),82,90.0,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
20XT7TO32dN1s9xtowLPuR,Lifestyle,64,69.0,0.739,0.627,6,-4.955,0,0.162,0.133,0.0,0.223,0.196,93.591,129626,4
1stFp5p3h2svKierTqfEN6,SHIMMY SHIMMY,65,59.0,0.751,0.74,7,-6.826,1,0.0438,0.0285,4.87e-06,0.13,0.756,115.94,160119,4
246fZQe1V671ozR2wf6JV2,Levels - Radio Edit,1,84.0,0.579,0.887,1,-5.961,0,0.0334,0.0484,0.828,0.294,0.472,126.041,201920,4
6TsBYxKlER3Lf9AU2YDpWd,Jingle Bells (feat. The Puppini Sisters),70,79.0,0.706,0.577,5,-6.478,1,0.0549,0.687,0.0,0.143,0.833,123.014,161805,3
27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),79,79.0,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,178374,4
37Tmv4NnfQeb0ZgUC4fOJj,Sultans Of Swing,82,77.0,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,348624,4
6FCWM1nmcM5fEPgS2EUAtB,CRIMINALE,66,77.0,0.709,0.782,7,-5.24,1,0.0948,0.00381,0.000492,0.152,0.681,160.019,158528,4
1r7UK61NfEp0dPscWav94I,Barbie,59,56.75,0.906,0.571,8,-6.335,1,0.277,0.0664,0.0,0.0689,0.709,148.018,165811,4
6hlHDSgHSTuBiV1RBRQDpn,Retrograde (feat. 6LACK & Lucky Daye),63,80.0,0.529,0.555,3,-6.259,0,0.0401,0.0749,0.000223,0.0726,0.582,179.821,220133,4
4uiVtLME2Rm0XGRK6M2MLV,Paranoia Mia,48,71.0,0.854,0.506,9,-8.529,0,0.154,0.272,0.014,0.487,0.355,115.933,151000,3
6goUTcMn0V30hWtKFIj6Kh,Headlong - Remastered 2011,58,88.0,0.566,0.912,2,-5.265,1,0.0964,0.192,7.19e-06,0.127,0.372,143.982,277773,4
0ZzXPo0gS5h718w7WErG44,Polvere (feat. Capo Plaza),64,66.25,0.482,0.483,5,-8.993,0,0.283,0.118,9.43e-06,0.104,0.139,181.945,252992,3
3hLJOTfrcxHUXB8wEmhhho,"Die Zauberflöte, K. 620, Act I: ""Der Vogelfänger bin ich ja""",0,42.0,0.451,0.13,2,-17.169,1,0.0396,0.967,0.00177,0.303,0.338,140.167,182240,4
2kZV7d0A4BIN5I8iFBnbqp,16 Marzo (feat. Gow Tribe),61,60.0,0.49,0.61,0,-4.981,1,0.0297,0.214,0.0,0.127,0.226,129.91,233493,4
5rVdjeFmxLzCTDGP6T9vFt,Imposible,0,84.5,0.786,0.764,11,-2.935,1,0.0798,0.121,0.0,0.102,0.913,90.977,163880,4
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",84,77.0,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
476V2d6iA2tWXgQboKmTtA,Father And Son,75,71.0,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,221120,4
2xjxaKiYssIdDU6DCPpZPt,Cambiare Adesso,61,61.0,0.661,0.777,8,-3.156,1,0.0618,0.276,1.81e-06,0.252,0.619,79.959,228288,4
06EgH8BdWW9QRrlI6ZVQhW,El Amor Que Perdimos,66,78.0,0.796,0.82,8,-3.094,1,0.0357,0.025,1.37e-05,0.0788,0.885,126.028,245640,4
4KDNRh9Oor80z3XIxdWlui,Bubbly (with Drake & Travis Scott),84,93.66666666666667,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,165067,4
29SxdVEKUdWTukXqXgEGfy,Have Yourself A Merry Little Christmas - Remastered 1999,3,86.0,0.303,0.137,8,-15.235,1,0.032,0.913,7.31e-06,0.267,0.299,137.484,206600,4
1KSqYYJFyfTecXFk9M0prc,Escápate Conmigo (feat. Ozuna),75,86.5,0.744,0.859,11,-3.166,1,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,232787,4
63dr7QHEmVgu2U0qVpVPKy,Ojitos Chiquitos,0,83.0,0.8,0.849,1,-3.245,0,0.241,0.0216,6.75e-05,0.187,0.804,170.211,231080,4
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,83,71.66666666666667,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,216933,4
3IVNnoziin0jkXjcFePdNJ,It Gets Better,2,79.0,0.642,0.709,0,-7.064,1,0.0421,0.00176,0.505,0.291,0.0641,118.928,184611,4
1eBMcvp2SZK6CR2Xpqk1BN,Una cosa stupida,46,47.0,0.696,0.346,1,-9.404,0,0.0563,0.663,1.82e-05,0.0927,0.274,172.938,203400,4
5bgCbwriSPr5BzO0OkYsc0,Dura Na Queda,0,68.0,0.619,0.802,11,-5.319,1,0.0974,0.438,0.0,0.32,0.93,196.104,181993,4
1WPhRC7a4a10SojpX3KYgS,All I Want For Christmas Is You,0,78.0,0.407,0.77,5,-3.767,1,0.0334,0.374,0.0,0.114,0.21,150.203,236867,4
6nFLgrXkEA8SFLSjqA4cUB,Morado,0,93.0,0.881,0.696,11,-3.838,0,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,200667,4
45ROR8UMn60YEVQnDy0uVF,Juliet,80,79.0,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,278991,4
4rhnxTQM2XdsYf7DZ0dDV4,Punto Su Di Te,56,79.0,0.679,0.641,8,-5.661,0,0.078,0.00687,0.000113,0.258,0.444,126.191,208627,5
3BPXy72b2d6lBHFOHHf9l6,Dare Gas (Veloce),49,51.0,0.748,0.609,6,-6.357,1,0.0467,0.317,0.0,0.129,0.36,74.531,131678,4
1nGdOrcCtgh4gMRWb7xHQP,Don't Do That,54,46.5,0.892,0.568,8,-6.327,1,0.38,0.657,4.9e-06,0.0798,0.772,130.066,200394,4
6my3pKZ8QxxI5ZezQVR0wf,Balla Per Me,59,65.0,0.688,0.879,7,-5.231,1,0.2,0.624,0.0,0.173,0.265,124.904,205027,4
4EJACGRAC67te6V7l9xlpE,"Messiah, HWV 56 / Pt. 2: 25. ""All they that see Him""",0,57.0,0.432,0.0473,7,-26.507,1,0.0351,0.805,2.65e-06,0.317,0.482,111.661,46573,4
3lvYg4qgjWTdnkLizP5wbe,Dernière danse - Live,43,43.0,0.66,0.422,0,-9.269,0,0.0364,0.48,0.0,0.0828,0.557,115.083,129726,4
4AbzTPeeL0mRpzJf4F88EH,Non vedo l’ora di abbracciarti,49,48.0,0.687,0.439,2,-7.977,1,0.0309,0.608,2.03e-05,0.103,0.404,79.961,200142,4
2O6R2LqI1pPm5fGOnmTvIH,LEYENDAS,0,76.5,0.553,0.784,1,-5.458,1,0.114,0.0609,0.0,0.305,0.609,96.553,352093,4
0I0qPfoLZgVrj0mcvbhPZJ,Dulce Navidad,2,79.5,0.496,0.715,9,-7.766,1,0.0469,0.0954,0.0,0.338,0.667,195.763,182547,4
6dmXZ9B5HdFAyzHeTneYBK,LA FAMA (with The Weeknd),90,89.0,0.77,0.302,0,-7.911,0,0.0466,0.946,3.38e-05,0.125,0.821,136.01,188103,4
2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),76,78.0,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
4HEOgBHRCExyYVeTyrXsnL,Jingle Bells - Remastered 1999,77,86.0,0.512,0.339,8,-13.119,1,0.0498,0.727,0.0,0.0977,0.951,174.609,120693,4
46KXIKdv0ja37KZ3RIcqu0,Mi Fido Di Te,58,64.0,0.631,0.547,0,-8.495,1,0.0397,0.508,6.39e-06,0.144,0.473,88.984,271320,4
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,82,86.5,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4
6yaNNYWPjkWHbh1jADEyJO,KUMITE,80,77.0,0.816,0.711,7,-4.45,0,0.121,0.0614,0.0,0.103,0.775,140.062,170018,4
436G2llEP8ou4j1OX4RTjL,Heat Waves,0,86.0,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
5KHVl8m4ECBouopqWarPn1,Lontano Dal Tuo Sole,55,64.0,0.54,0.837,4,-4.871,0,0.0483,0.0967,0.0,0.223,0.828,91.002,220507,4
2x9DTDJzBUPIh2uhlN3Z7Y,Imaginaste - Remix,7,85.0,0.855,0.71,1,-5.321,1,0.0939,0.0426,0.0,0.337,0.591,89.977,246653,4
0mdzZZUu4KcR5uSm5z3jGS,Da 0 a 100,53,61.0,0.49,0.81,9,-6.039,0,0.319,0.184,0.0,0.138,0.328,116.493,158242,5
1fw2lym3kCvhxbIs8UQGHk,Juice WRLD Speaks,73,95.0,0.559,0.42,11,-15.124,0,0.888,0.852,0.0,0.363,0.799,71.13,89310,3
6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,78,72.0,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,243960,4
6HSXNV0b4M4cLJ7ljgVVeh,Knockin' On Heaven's Door,74,75.0,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4
0lizgQ7Qw35od7CYaoMBZb,Santa Tell Me,93,94.0,0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,204093,4
6xdLJrVj4vIXwhuG8TMopk,Crazy Little Thing Called Love - Remastered 2011,77,88.0,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,163373,4
45jwqibHZuJ0XnFmyZKHRC,Leave the Door Open,3,88.0,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,4
2WBB0eyKaBgbKmz7TudVTp,P,28,30.0,0.804,0.392,10,-8.11,1,0.0429,0.257,0.453,0.145,0.383,106.018,261947,4
0zE3QsZ8CecOXNC47BCd4W,GUERRIERO (feat. Marracash & Venerus),56,67.66666666666667,0.739,0.667,11,-4.34,0,0.0348,0.208,0.0,0.185,0.5,125.043,165253,4
3Ks12KDKwrT1anFMW0tevG,Ti raggiungerò,66,64.0,0.722,0.75,9,-4.477,0,0.0649,0.187,0.0,0.2,0.737,125.036,164160,4
