uri,title,popularity,base_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,n_artists,n_genres,followers_0,followers_1,followers_2,followers_3,followers_4,followers_5,followers_6
31tZBN1gCXNUCmvt3PPSDi,Sé Que Te Duele,1,82,0.691,0.854,9,-4.77,1,0.0735,0.239,0,0.0969,0.779,94.96,228133,4,2,1,0,0,0,0,0,4996835,0
31wSmTMwl9CIr1RQds2Tvy,Borsello (feat. Sfera Ebbasta & DrefGold),54,73.33333333,0.77,0.584,2,-7.453,0,0.226,0.36,0,0.208,0.625,154.028,202827,4,3,1,0,0,4602336,0,0,0,0
32BeYxKPrig1LefHsC0Xuo,Happier Than Ever - Edit,88,93,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,3,1,1,0,0,0,0,0,54730757,0
32BqOOkyjc1xTzTm5y0Dnv,Polozhenie,73,58,0.742,0.537,10,-8.297,0,0.0467,0.521,0.000577,0.28,0.298,106.007,129382,4,1,1,2565,0,0,0,0,0,0
32Bsla4JMIU9tAeCui4RKp,Ulisse,56,54,0.685,0.745,7,-6.2,0,0.28,0.093,0,0.127,0.311,95.95,204800,4,1,1,0,0,436722,0,0,0,0
32CtuJOuWE8qec6ws9f62C,"Musik zu einem Ritterballett (1790-91), WoO 1: 2. Deutscher Gesang. Allegro moderato",22,75,0.41,0.0462,2,-24.095,1,0.0398,0.908,0.777,0.191,0.397,72.454,55893,1,3,1,4235999,0,0,0,0,0,0
32H4GCKJdCZ2K7g7Ov3vj9,Sesso e droga (feat. Guè & Gemitaiz),64,75.66666667,0.683,0.784,5,-6.309,1,0.0572,0.117,0,0.0666,0.27,109.959,211967,4,3,1,0,0,1814554,0,0,0,0
32LQPrBk6plmmLGY5e7mjw,NOME,49,45,0.663,0.772,0,-6.405,0,0.0703,0.554,0,0.123,0.441,112.895,161283,4,1,1,5811,0,0,0,0,0,0
32LwIC0INpEXAVgDJXOH0l,S,0,8,0.276,0.321,9,-9.849,0,0.0362,0.825,0.933,0.0872,0.0281,100.9,491880,3,1,1,899,0,0,0,0,0,0
32Mh7kOCWmNTZgre0cGvCV,Hislerim,76,63.5,0.324,0.526,1,-8.543,0,0.099,0.327,0.00206,0.344,0.039,81.027,214204,4,2,1,286880,0,0,0,0,0,0
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),85,86,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,4,2,1,0,0,0,0,0,36749529,0
32h59T8q2SonUPJ006lyXt,This Christmas,82,83,0.575,0.744,1,-5.466,1,0.0603,0.0687,0,0.0723,0.701,183.79,241507,4,1,1,0,0,0,0,0,6627419,0
32ixEZaSA1ZMrKOYInRbeP,Dammi Un Motivo,54,67,0.62,0.664,2,-8.052,1,0.0613,0.147,2.76E-06,0.0997,0.257,103.127,204500,4,1,1,0,0,873064,0,0,0,0
32mRu2W3Go2G2H0NpgcoL3,Nights Like This,0,84,0.616,0.725,8,-5.133,1,0.144,0.368,0,0.154,0.294,146.228,201788,4,2,2,0,0,4052309,0,0,5369019,0
32nU2CNWmtQeNmSVASrXv0,MoshPit,0,91,0.769,0.627,7,-4.064,1,0.262,0.394,0,0.106,0.489,157.938,164038,4,2,2,21538862,0,7620508,0,0,0,0
32nsCx1gscuJblai24H8PP,Acapulco,0,86,0.774,0.792,10,-4.021,1,0.0523,0.051,0,0.155,0.507,122.062,139672,4,1,1,0,0,0,0,0,10542848,0
336eHf6SexQkX3MZDykFC7,S,36,38,0.656,0.791,8,-5.864,0,0.0444,0.0674,0.843,0.079,0.894,140.053,239808,4,1,1,0,49324,0,0,0,0,0
33IOhptvC2Qoy2UhjiHXLV,Flames,71,90.5,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45E-06,0.0895,0.362,93.958,195000,4,2,1,0,0,0,0,0,23636789,0
33LizV83s7z1gwtmLiKlmv,Dead and Cold,75,69,0.622,0.467,2,-9.889,0,0.568,0.872,2.15E-06,0.0931,0.716,87.967,89625,5,1,1,275665,0,0,0,0,0,0
33MX9ixvdC2Zgz4ZnTcVTT,Baila (Sexy Thing),43,66,0.753,0.943,5,-3.683,1,0.0328,0.3,0.0064,0.0752,0.976,120.037,235600,4,1,1,0,0,0,0,710976,0,0
33R7eq2Yqrhjz7eP6XhCsy,Graf Zahl,52,67,0.677,0.431,1,-14.526,0,0.0504,0.569,0.87,0.111,0.477,128.024,332870,4,1,1,998296,0,0,0,0,0,0
33SNO8AaciGbNaQFkxvPrW,Kiwi,80,87,0.375,0.93,2,-2.631,1,0.0561,0.00064,0,0.318,0.491,147.124,176387,4,1,1,0,0,0,0,0,18325352,0
33bZQ5fnioHhZ58dcPFPnJ,I Like That,0,78,0.665,0.692,6,-5.431,0,0.112,0.172,0,0.191,0.68,74.474,158084,4,1,1,0,0,0,0,0,4736229,0
33emfRhG1SVTE8W73QvMT5,Algo Me Gusta De Ti,1,84.66666667,0.626,0.769,11,-5.296,0,0.0325,0.00291,0,0.0598,0.237,127.949,274947,4,3,2,0,0,0,0,0,15109256,4931627
343ON2TFzGoYjASRj60I6M,"Marmellata (feat. Rosa Chemical, Tony Effe & Radical)",61,58.5,0.843,0.759,11,-3.803,1,0.0824,0.0565,0,0.361,0.719,130.032,168000,4,4,1,0,0,106458,0,0,0,0
347KcNrOQ61TOg1qCX1tvF,Castle On the Hill - Acoustic,3,97,0.563,0.26,2,-5.857,1,0.039,0.52,0,0.146,0.617,145.561,226227,4,1,1,0,0,0,0,0,90231430,0
34Ac4MRZ6DNzf3JF6wBRoh,Sott' e cupert,43,50,0.586,0.806,7,-8.559,1,0.106,0.0424,0,0.0891,0.628,129.862,171807,4,1,1,103034,0,0,0,0,0,0
34E4gEdUXC7chzXMVkTyks,Milano E Vincenzo,47,39,0.664,0.822,7,-9.326,1,0.0386,0.162,1.59E-06,0.0986,0.888,124.245,191333,4,1,1,0,0,0,0,17716,0,0
34EYtmNSISD59rEVGNWN3X,Geordie,49,63,0.249,0.517,10,-9.985,1,0.0394,0.836,5.24E-06,0.473,0.741,174.564,123160,3,1,1,0,0,0,0,869530,0,0
34Jnbbi34tPtYdutY5Pd6G,Look Back at It (feat. CAPO PLAZA),60,81,0.786,0.552,1,-8.189,1,0.0944,0.423,0,0.0873,0.551,96.025,225541,4,2,2,6183226,0,3100308,0,0,0,0
34LI7rwi9H8w2S5KTHnv1M,Quiéreme Mientras Se Pueda,75,84,0.793,0.782,4,-3.945,1,0.0582,0.447,0,0.124,0.81,143.86,191945,4,1,1,0,0,0,0,0,8707367,0
34SOfslENAafejI55Y17yB,OPSS (feat. Gemitaiz & Mattak),60,63,0.804,0.901,7,-4.656,0,0.24,0.524,0,0.14,0.851,159.841,223226,4,4,1,0,0,1814554,0,0,0,0
34UHhwlly3SHryWuVfMOJm,Fuori E Dentro (feat. tha Supreme),57,72.66666667,0.919,0.582,2,-7.201,1,0.119,0.111,0,0.118,0.538,123.947,170000,4,3,1,0,0,1814554,0,0,0,0
34UrtL2Ncw2PCModqNCvzR,Meant to Be,0,81.5,0.641,0.783,10,-6.586,1,0.0999,0.0467,0,0.0634,0.558,153.97,164640,4,2,2,0,4602350,0,0,0,6933696,0
34VBi8GzUudAbQ5HrA6huy,Zona (San Siro) (feat. Kilimoney),46,56,0.767,0.713,1,-3.423,1,0.215,0.0131,0,0.2,0.703,122.083,128000,4,2,2,0,0,5507,0,9149,0,0
34bHaM39h7f1F3MvJ9vjEB,Yellow (Mixed) - Eugenio Tokarev Remix,26,38,0.472,0.992,6,-6.678,1,0.0884,1.47E-05,0.527,0.348,0.379,133.993,71640,4,5,1,2410,0,0,0,0,0,0
34eF4BoV8FPk0uhAAoqU7h,SUN GOES DOWN,72,91,0.551,0.636,2,-6.798,1,0.054,0.0837,4.28E-06,0.112,0.148,174.065,168276,4,1,1,0,0,8603782,0,0,0,0
34fqJK3MV1eToqwBm6vo33,Las Vegas,64,53,0.712,0.732,7,-5.771,0,0.0619,0.168,0,0.209,0.807,108.006,135372,4,1,1,116465,0,0,0,0,0,0
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,85,97,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,1,1,0,0,0,0,0,90231430,0
34pX6ItvzRSOEUxrfJH1j4,Giulia - Gabry Ponte Rmx Fm Cut,54,42,0.687,0.86,11,-7.095,1,0.0402,0.126,0.00918,0.119,0.801,140.809,198452,4,1,1,0,0,0,0,7471,0,0
34pz8XUZRfw04lk4DPtwa7,Keep Yourself Alive - Live At The Rainbow,58,90,0.308,0.975,9,-5.894,0,0.173,0.0194,9.14E-06,0.975,0.295,138.974,236083,4,1,1,0,38849077,0,0,0,0,0
34r4voojt51Kk6ax5FJI1M,VENT'ANNI,58,86,0.647,0.657,4,-3.683,0,0.0327,0.176,0,0.1,0.226,122.911,253445,4,1,1,0,0,0,0,5076272,0,0
34sGnIHB3ZthMvHpNX1i7e,Day 'N' Nite - Crookers Remix,70,78,0.756,0.705,11,-4.744,0,0.0462,0.0326,0.0503,0.0552,0.962,129.993,281747,4,2,2,77234,0,5403769,0,0,0,0
3590AAEoqH50z4UmhMIY85,Torna a casa,74,86,0.425,0.638,1,-3.184,0,0.0759,0.426,0,0.177,0.45,81.396,230667,4,1,1,0,0,0,0,5076272,0,0
35DgCphwTxRkI2jUec0mWA,Prometto (feat. Rkomi & Luchè),63,70,0.757,0.781,1,-9.071,0,0.101,0.0506,0,0.1,0.326,100.027,194861,4,3,1,0,0,991118,0,0,0,0
35FZEed4oE5coK7oMF78So,Solamente unico,41,58.5,0.478,0.848,0,-6.596,1,0.603,0.145,0,0.0891,0.0551,77.285,272593,4,2,2,0,0,348927,0,240475,0,0
35OShPSVleo3rC4MGuhgaO,Nuvole Di Drago,52,66,0.737,0.657,8,-7.889,0,0.0877,0.175,0,0.125,0.642,114.953,257739,4,1,1,0,0,255432,0,0,0,0
35PeCuLmcnC8o2wG1yUXh8,I,47,32,0.765,0.494,10,-10.889,1,0.113,0.59,0.000138,0.104,0.184,100.019,157851,4,1,1,988,0,0,0,0,0,0
35Ph8O8cWjkstn3vQBeT92,Our Song,1,81.5,0.572,0.759,2,-4.312,1,0.0506,0.127,0,0.224,0.519,80.95,163733,4,2,2,0,0,0,8905830,0,8078110,0
35RJhm1pEovTBwnNR0zWad,GREECE (feat. Drake),77,90,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04E-06,0.107,0.229,85.84,218902,4,2,1,0,0,59845429,0,0,0,0
35ZmCVnfYRdK1iLGCxNhMa,The Only,68,62,0.428,0.979,1,-2.929,1,0.225,7.04E-05,0,0.129,0.292,104.84,171107,4,1,1,0,1161268,0,0,0,0,0
35eRQZmxwjgn7mQrsmtA4f,Il Regalo Più Grande,59,67,0.401,0.669,10,-4.69,1,0.0449,0.576,0,0.1,0.31,142.095,228600,4,1,1,0,0,0,0,1768530,0,0
35mBYyB61qTcGGj7MXIRM1,Cpr,79,68,0.814,0.754,7,-7.571,1,0.113,0.0347,0.00105,0.115,0.534,103.028,208464,4,1,1,0,0,0,0,0,571567,0
35mvY5S1H3J2QZyna3TFe0,positions,89,96,0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,172325,4,1,1,0,0,0,0,0,73920087,0
35tcdhST5fj8WlVleES9Dy,Senz E Me,56,73,0.621,0.529,0,-8.456,0,0.346,0.28,0,0.121,0.262,94.782,145040,4,1,1,0,0,681426,0,0,0,0
35tzxthMBglBMjmZ7Fn1hj,Gloria,64,61,0.784,0.677,4,-12.301,1,0.0468,0.168,1.23E-05,0.229,0.879,131.618,264674,4,1,1,0,0,0,0,246675,0,0
35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,84,99,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14E-05,0.152,0.158,171.854,169248,4,1,1,0,0,0,0,0,0,41532395
360Wr96ywrCQq4kTAJ8Pq6,Pacify Her,78,84,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,220013,4,1,1,0,0,0,0,0,12321523,0
363rtOZlRspu9BYriTeJ5c,Angeli e Demoni (feat. Mina),46,57.5,0.683,0.645,8,-6.486,1,0.133,0.0113,0,0.269,0.753,160.004,206547,4,2,2,0,0,292297,0,564281,0,0
36482hNESSwELpr9sS3NbE,A Little Party Never Killed Nobody (All We Got),65,68.33333333,0.761,0.619,5,-5.741,0,0.175,0.00959,3.18E-06,0.0896,0.516,129.998,241307,4,3,3,3300,0,503389,0,0,4781649,0
36HLOSRRbwMx60bijYDFuF,V,12,15,0.576,0.421,3,-10.506,1,0.0497,0.274,0.883,0.0922,0.0942,168.064,115587,4,1,1,369,0,0,0,0,0,0
36MCAGQ6jyjsCGE5gHLVAb,Colpevole RMX (feat. Geolier),47,70.5,0.727,0.617,11,-5.625,0,0.0562,0.188,0,0.147,0.194,131.135,158015,3,2,1,0,0,681426,0,0,0,0
36ONZ2CvV8KsLPapNPGTqa,L'altra dimensione,70,86,0.715,0.839,5,-2.35,0,0.0602,0.524,0,0.266,0.539,111.371,126707,4,1,1,0,0,0,0,5076272,0,0
36myXd7iOvlpoecKzCTHZj,Bring Me Love,70,85,0.498,0.856,2,-6.257,1,0.417,0.194,0,0.158,0.597,191.407,199253,4,1,1,0,0,0,0,0,6053993,0
36mz5e3NHPUkhpdwSVdJi9,Don't Fuck With Me,43,49,0.49,0.786,10,-9.773,0,0.269,0.0758,0,0.221,0.608,176.155,163893,4,2,2,13074,0,625623,0,0,0,0
373yGkNo74RZgmQgTiR8xK,It's Only A Paper Moon,66,66,0.761,0.103,10,-16.964,1,0.0416,0.944,0,0.127,0.53,114.044,160133,4,2,1,0,2096096,0,0,0,0,0
375kzpRydDdOxOSCGMK53b,Follow You,76,92,0.544,0.732,9,-5.984,1,0.0524,0.00197,5.06E-05,0.486,0.45,124.875,175644,4,1,1,0,37486645,0,0,0,0,0
379ZHKwnjMWbv7ShS6R8tj,Wicked Game,39,66,0.475,0.415,9,-8.962,1,0.0291,0.447,9.73E-06,0.212,0.192,112.485,260818,4,1,1,0,0,0,0,710976,0,0
37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (with Ariana Grande) (Remix),92,96.5,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44E-05,0.0936,0.593,118.091,191014,4,2,1,0,0,0,0,0,73920087,0
37Nqx7iavZpotJSDXZWbJ3,Girls Want Girls (with Lil Baby),86,95.5,0.767,0.438,7,-8.726,0,0.29,0.181,0,0.142,0.381,86.975,221980,4,2,1,0,0,59845429,0,0,0,0
37OjMlwuUVWWmVKrV8CiUQ,Stand Up,68,64,0.498,0.702,0,-7.833,1,0.0401,0.0193,3.68E-06,0.0669,0.542,79.3,263213,4,1,1,0,513573,0,0,0,0,0
37PWYMEAbH3DTVqvEqrBzm,Djomb - Remix,52,65,0.936,0.703,1,-6.125,1,0.241,0.0768,0.00014,0.354,0.61,123.024,193747,4,3,1,0,0,1913648,0,0,0,0
37Tmv4NnfQeb0ZgUC4fOJj,Sultans Of Swing,83,78,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,348624,4,1,1,0,5356034,0,0,0,0,0
37UhuyGwWHgS1dhTePiJBy,Have Yourself a Merry Little Christmas,78,93,0.275,0.276,9,-11.395,1,0.0321,0.602,0.00167,0.121,0.195,68.764,230307,3,1,1,0,4944547,0,0,0,0,0
37XRD8tUFGoYMGPRiPZSPH,"Die Zauberflöte, K. 620, Act II: ""Pa-pa-pa-papagena""",0,35.4,0.447,0.181,2,-20.37,1,0.0415,0.921,0.255,0.0591,0.39,109.668,159333,4,5,2,4391069,0,0,0,0,755,0
37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,85,81,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,4,1,1,0,10237757,0,0,0,0,0
37bKz0WXO825gDz13cEznI,Quanno Chiove - Remastered 2008,54,62,0.59,0.588,2,-6.436,1,0.0308,0.414,0.00158,0.216,0.474,119.49,277680,4,1,1,0,0,0,0,665837,0,0
37eGbhE1xVFSvcKkqGb6i1,Contra La Pared,71,89,0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,2,2,0,0,0,0,0,3705152,31610457
37hdLoozh7mKLbDeO5GAt8,Lewandowski VII,56,73,0.672,0.708,3,-5.991,0,0.272,0.0445,0.0199,0.129,0.785,87.905,146080,4,1,1,0,0,629141,0,0,0,0
37q921w6mlw6hE4jPgo6rl,"Concerto for 4 Violins in E Minor, RV 550: I. Andante",0,37.33333333,0.211,0.0932,11,-19.095,0,0.0449,0.956,0.551,0.114,0.0451,101.601,203467,4,3,1,1938142,0,0,0,0,0,0
37rtB3M5CxQf6DQCfDBQ6I,Hai visto mai,53,67,0.665,0.615,2,-6.301,1,0.131,0.4,1.38E-06,0.199,0.682,79.971,208000,4,1,1,0,0,435006,0,0,0,0
37y7iDayfwm3WXn5BiAoRk,Dark Red,90,80,0.603,0.783,6,-4.023,1,0.062,0.449,7.96E-06,0.119,0.775,172.041,173104,4,1,1,0,0,0,0,0,926040,0
381VH1JFj9q08V1OMlPU5m,Le luci della città,65,73,0.582,0.544,7,-6.591,1,0.0362,0.393,2.18E-06,0.135,0.142,129.933,177267,4,1,1,0,0,1770059,0,0,0,0
3850dYVgOFIXJh5U4BFEWH,Hung Up,78,80,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4,1,1,0,0,0,0,0,5700836,0
3856LtwH0HzgY4DntSzyUt,Won't Let You Go - Mix Cut,11,73,0.456,0.749,2,-9.262,0,0.0877,0.00593,0,0.459,0.286,125.938,213371,4,3,2,0,0,0,15297578,0,38020,0
386RUes7n1uM1yfzgeUuwp,The Lazy Song,77,93,0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,189109,4,1,1,0,0,0,0,0,36749529,0
389lijaxSqFEJJ3t9CeIwX,Lewandowski IV,53,56,0.567,0.833,8,-5.029,0,0.494,0.668,0,0.242,0.545,89.637,112869,3,2,2,0,0,629141,0,2173,0,0
38BZSyj0C965fM67XzEDSv,QEF,51,53,0.7,0.805,2,-4.165,1,0.289,0.044,1.61E-06,0.203,0.41,93.954,181277,4,2,2,0,0,54048,0,0,25440,0
38QYjnPcWsFSRkj93GmP1M,F,21,22,0.628,0.718,2,-8.081,1,0.0277,0.159,0.0145,0.118,0.657,99.993,270149,4,1,1,0,2268,0,0,0,0,0
38UiIDeG1uFUAP0pkulpEj,Ricordati di me,50,60,0.504,0.5,9,-14.068,1,0.0282,0.434,0,0.0905,0.439,133.967,319307,4,1,1,0,0,0,0,549368,0,0
38UoVEHcZ85EGBo6k79643,Notti In Bianco,74,79,0.58,0.778,6,-4.141,1,0.0473,0.355,0,0.0769,0.612,150.096,176400,4,1,1,0,0,0,0,471375,0,0
38Wmyl2yUFdERBD4MPg4vs,Catch a Grenade - The Hooligans Remix,1,93,0.803,0.825,2,-2.394,0,0.0452,0.0496,0,0.0681,0.96,119.982,210607,4,1,1,0,0,0,0,0,36749529,0
38bmCDv4t8C7CAxygCS8K1,"Waltz No. 2 in A-Flat Major, Op. 34 No. 1 ""Valse brillante"": Vivace",0,61,0.283,0.124,8,-18.171,1,0.0436,0.994,0.842,0.207,0.147,64.805,296373,4,2,1,2627206,0,0,0,0,0,0
38p8YDx5gepOiK4SnEfoB4,Last Christmas,79,84,0.735,0.583,2,-8.648,1,0.0277,0.193,5.56E-06,0.183,0.942,107.74,264960,4,1,1,0,1787736,0,0,0,0,0
38rhQn9wox6wMuHClFjWHi,"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"": Var. 12 Canone alla Quarta",9,59,0.402,0.363,7,-19.898,1,0.0455,0.993,0.883,0.183,0.966,92.986,128493,4,2,1,3482906,0,0,0,0,0,0
38xhBO2AKrJnjdjVnhJES6,This Christmas,83,72,0.634,0.645,5,-9.2,1,0.0376,0.292,0,0.246,0.677,93.047,231173,4,1,1,0,0,0,0,0,453747,0
38zsOOcu31XbbYj9BIPUF1,Your Song,80,91,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53E-06,0.101,0.325,128.157,241787,4,1,1,0,8456263,0,0,0,0,0
397nLxaCU0MU607IvvM8rV,Josiando,47,40,0.931,0.828,6,-4.65,0,0.17,0.178,0.0296,0.129,0.661,119.025,153277,4,1,1,1835,0,0,0,0,0,0
39ARgMyOL9vloLrObmD1Py,Amore senza fine - 2017 Remaster,52,62,0.612,0.785,1,-7.361,0,0.0309,0.459,6.99E-06,0.198,0.655,90.935,259253,4,1,1,0,0,0,0,665837,0,0
39AayJity2K7pHG9ttp7ca,Solo X La Gang,37,62,0.739,0.816,1,-5.755,1,0.0714,0.484,6.99E-05,0.0788,0.511,119.968,156000,4,1,1,0,0,1266398,0,0,0,0
39GEfWTUibwyo74dLKis6b,"Fughetta; Gelobet seist du, Jesu Christ, BWV 697",27,61.5,0.338,0.0619,0,-22.578,1,0.0301,0.498,2.50E-05,0.175,0.627,72.844,52627,4,2,1,3482906,0,0,0,0,0,0
39IsH7B5byx8NRlEKlZVg9,Pretty Girl - Cheat Codes X CADE Remix,65,71.33333333,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4,3,2,0,0,0,1992737,0,1632458,0
39LVQ4X1kUUZJSXLsSDXkN,Jacuzzi,64,72,0.889,0.603,1,-9.062,0,0.291,0.0594,0,0.12,0.388,129.985,100214,4,1,1,0,0,1124263,0,0,0,0
39MJou6uOoE3EXi3GVGldd,T,0,0,0.29,0.692,4,-5.065,1,0.0413,2.55E-05,0.766,0.233,0.13,151.865,372984,4,1,1,14,0,0,0,0,0,0
39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,80,81.66666667,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,165978,4,3,2,19394352,0,5403769,0,0,0,0
39jIcmOoxbDhqUMHTuF2lI,Z,1,1,0.338,0.0178,4,-25.635,1,0.0447,0.993,0.86,0.103,0.148,136.945,178329,4,2,1,112,0,0,0,0,0,0
39kzP3YnmBmWTfUlS1oVWd,Y,28,54.5,0.662,0.447,8,-6.48,1,0.0744,0.592,0,0.107,0.623,82.786,258072,4,2,1,102859,0,0,0,0,0,0
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,81,73,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,188987,4,1,1,0,2239902,0,0,0,0,0
3A20rdsGLvHVAxrkGtrUTu,Universale,45,56,0.647,0.702,7,-4.933,1,0.0374,0.0337,0,0.37,0.582,139.015,174533,4,1,1,0,0,0,0,1094139,0,0
3A22uqfe8OfNkeqJj4Fmc1,APPARTENGO - Il sangue (feat. Massimo Pericolo),60,76,0.782,0.637,3,-5.892,0,0.0911,0.198,0,0.171,0.801,129.981,255449,4,2,1,0,0,1518528,0,0,0,0
3AEZUABDXNtecAOSC1qTfo,Reggaetón Lento (Bailemos),75,75,0.761,0.838,4,-3.073,0,0.0502,0.4,0,0.176,0.71,93.974,222560,4,1,1,0,0,0,0,0,0,8412633
3AKMo7ZldSgEq1fPU0KwFo,R,0,4,0.233,0.435,6,-29.415,1,0.0481,0.721,0.94,0.423,1.00E-05,80.934,60029,4,1,1,27,0,0,0,0,0,0
3AeicLnm55RqcXGBKYQolM,King,71,74,0.56,0.857,4,-4.145,0,0.0384,0.0594,0,0.381,0.432,119.975,215360,4,1,1,0,0,0,1787441,0,0,0
3AgiRs3oxc2dFh0CPUHXJs,Mistletoe and Wine,82,70,0.498,0.432,9,-14.386,1,0.0345,0.688,0,0.136,0.365,135.015,245333,3,1,1,0,283379,0,0,0,0,0
3Aq2V5lm5dV9z8qwiXByRb,Dalla A Alla Zeta,38,67,0.719,0.629,6,-5.279,1,0.287,0.317,0,0.0903,0.84,86.183,167040,4,1,1,0,0,1122136,0,0,0,0
3AqdPvcKWOvRB6ufVTgJPf,"Concerto For Violin And Strings In E, Op.8, No.1, RV.269 ""La Primavera"": 1. Allegro - Live",0,59.75,0.497,0.0838,4,-18.329,1,0.0466,0.877,0.634,0.406,0.348,98.185,206493,4,4,1,1938142,0,0,0,0,0,0
3AwXhQWatI5b1sLIhsnOdP,Avant la douane,71,85,0.844,0.651,0,-9.162,0,0.23,0.673,7.08E-05,0.174,0.795,138.038,186593,4,1,1,0,0,0,0,0,4759544,0
3AzjcOeAmA57TIOr9zF1ZW,Physical,78,94,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,1,1,0,0,0,0,0,31002076,0
3B0uKv07rA4DDMAMh139CO,"Stabat Mater, R.621: 3. ""O quam tristis"" (Andante)",14,60,0.308,0.0443,4,-25.615,0,0.0508,0.958,0.000164,0.21,0.326,83.499,102000,4,4,1,1938142,0,0,0,0,0,0
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,83,82,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4,2,2,1369524,0,4262198,0,0,0,0
3B5UbSndRz907IZhhmUfLi,Count on Me,71,93,0.589,0.389,0,-5.972,1,0.028,0.851,0,0.0772,0.501,89.1,197470,4,1,1,0,0,0,0,0,36749529,0
3B7FO3kJ5kv3mX7yiaB7sT,O Holy Night,81,90,0.368,0.505,4,-7.208,1,0.0285,0.367,6.63E-06,0.154,0.192,173.977,266933,3,1,1,0,0,0,0,0,7336768,0
3BEZCNZSmVv30vsMNSOCri,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",72,76,0.558,0.524,2,-11.626,0,0.0459,0.321,0.000952,0.94,0.636,93.654,289027,4,1,1,0,4642634,0,0,0,0,0
3BMcrqAXwQi6EnnAonfXF0,OMG,58,75,0.669,0.685,1,-7.469,0,0.262,0.181,0,0.0458,0.467,98.66,196970,4,1,1,0,0,3100308,0,0,0,0
3BNROrqgUOjZS7qjvEcYCZ,Sere Nere,49,67,0.586,0.692,6,-4.792,1,0.0362,0.165,0,0.0966,0.411,135.975,264933,4,1,1,0,0,0,0,1768530,0,0
3BPXy72b2d6lBHFOHHf9l6,Dare Gas (Veloce),49,52,0.748,0.609,6,-6.357,1,0.0467,0.317,0,0.129,0.36,74.531,131678,4,1,1,0,0,135869,0,0,0,0
3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,79,90,0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,125667,4,1,1,0,21540301,0,0,0,0,0
3BSGyUVqfqCnulMIAOTjqs,Je Ce Credevo,46,69,0.397,0.535,0,-8.079,0,0.0857,0.22,0,0.167,0.0788,86.442,202737,3,1,1,0,0,552430,0,0,0,0
3Baw2AVPN2rACjEkiero5u,+ O -,39,44,0.832,0.442,0,-7.091,1,0.0737,0.197,0.00039,0.0799,0.367,110.999,168322,4,2,2,82,0,15887,0,0,0,0
3BhlC2eX8obANfmLEwo1ia,Let It Snow (with Babyface),76,72,0.414,0.664,1,-5.664,1,0.0415,0.227,0,0.271,0.526,137.095,118395,4,2,1,0,0,0,0,0,1987231,0
3BwkldhE22DdxOcXegF2Kv,Bananza (Belly Dancer),77,84,0.877,0.702,10,-5.899,0,0.127,0.0334,8.92E-06,0.743,0.69,104.833,238493,4,1,1,0,0,0,0,0,2986468,0
3CBYn0O8ySNnBZ0cOj8yhW,T,0,0,0.368,0.665,10,-14.288,0,0.452,0.875,0.767,0.485,0.617,103.452,218220,4,2,1,18,0,0,0,0,0,0
