"uri","title","popularity","base_popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","n_artists","n_genres","followers"
"1kLwHISN4aeuaQB27D9uzd","Il Cielo Contromano",0.998859749144812,58,0.523,0.655,8,-7.358,1,0.0454,0.0898,0,0.172,0.3,141.868,189174,4,1,1,259212
"1kPpge9JDLpcj15qgrPbYX","Good Time",0.997562956945573,75,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933,4,2,2,4852902
"1kSspMQ30u9gHEiRlXvlMm","Due anni fa",0.979591836734694,48,0.355,0.397,8,-12.637,0,0.0638,0.654,0,0.0626,0.509,168.601,160248,3,1,1,8577
"1kZtyxJakwddLIxfEDDXEx","ALDO RITMO",0.998,77,0.807,0.804,1,-6.324,1,0.173,0.157,0,0.0811,0.532,119.992,160500,4,1,1,2134380
"1khmgu0pveJbkbpbkyvcQv","La Romana",0.957777777777778,90,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4,2,1,41532395
"1kjlvSooYR4OusrBNQHRLm","Maleducata (Baby 3 Official Soundtrack)",0.96969696969697,67,0.666,0.853,11,-4.044,0,0.0717,0.0219,0,0.146,0.616,129.92,172795,4,1,1,751346
"1klDPm7SfsS32hl7KHV9iy","Stuck In A Moment You Can't Get Out Of",0.99,82,0.526,0.665,4,-4.997,1,0.0243,0.407,0.000271,0.169,0.285,158.493,273467,4,1,1,9202175
"1ko2lVN0vKGUl9zrU0qSlT","Just the Two of Us (feat. Bill Withers)",0.999125874125874,73.5,0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,438493,4,2,2,1244825
"1ktyKCzfI8hooCJP3X2yP5","uNa DiReZioNe giUsTa",1,65.66666667,0.409,0.647,10,-7.698,1,0.212,0.303,0,0.332,0.523,196.426,215517,4,3,2,1531151
"1l7dzsy6FkpgDISAzCwDuK","Quando un amore se ne va 2.0",0.938325991189427,49.5,0.516,0.636,0,-8.307,0,0.0667,0.47,0,0.131,0.494,86.481,223320,4,2,1,93862
"1lAJUXyP5S2dUYHer1xBas","Drunk And Nasty (feat. Sharc)",1,68.5,0.779,0.487,1,-8.642,1,0.165,0.28,0,0.166,0.0915,127.049,299971,4,2,1,581288
"1lJ6h7wUkiPn6edT1qnvD6","Ad occhi chiusi",0.922509225092251,68,0.335,0.636,8,-6.405,1,0.0458,0.0478,1.48e-06,0.115,0.3,75.614,250787,4,1,1,1300410
"1lNop22I4dLz5MYuc60fUX","La guerra di Piero",0.996,63,0.666,0.355,1,-14.055,0,0.217,0.909,1.68e-06,0.0944,0.781,107.032,181893,4,1,1,869530
"1lOe9qE0vR9zwWQAOk6CoO","Ransom",1,84,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131240,4,1,1,4658490
"1lWWoec2z1j88GRblI5anV","ZITTI E BUONI",0.82,86,0.62,0.944,4,-3.082,0,0.0863,0.0014,0,0.733,0.592,103.024,192655,4,1,1,5076272
"1lethytswFEKkvfNIjdCC1","help_urself",0.998,66,0.413,0.624,11,-10.353,1,0.0682,0.00859,0.0178,0.132,0.0814,82.516,139652,4,1,1,37337
"1lgQsv4a6P5DFdKYOhctGs","HD",0.849557522123894,71,0.662,0.475,2,-8.776,1,0.278,0.0827,0,0.13,0.225,142.134,192641,4,1,1,218991
"1lqMLr9Wj7SM2F9AikGcxN","Hurricane",0.997,77,0.509,0.827,0,-7.715,1,0.079,0.0409,0,0.12,0.743,135.601,512733,4,1,1,5449948
"1m0UFnuTktOkksvjbF9z0m","Ramenez la coupe à la maison",1,71,0.808,0.661,0,-6.237,0,0.0395,0.0358,0,0.138,0.804,107.992,235556,4,1,1,1311997
"1m69ELEgE6k5ZWsap40ozt","Se Preparó",0.990719257540603,91,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,4,1,1,30673405
"1mG8VynhqySA52bALfYrvO","Sal y Perrea - Remix",0.994666666666667,90.66666667,0.819,0.955,7,-0.521,0,0.0908,0.161,2.08e-05,0.289,0.725,89.959,226500,4,3,1,31610457
"1mH6tZC6iXIHPI6EixCwxw","I Wish It Could Be Christmas Everyday",1,70,0.383,0.914,9,-6.43,1,0.0515,0.00422,1.4e-05,0.444,0.528,139.955,278947,4,1,1,32831
"1mItEeAlTepKfWUOpu8h6b","Parole di ghiaccio",0.975806451612903,70,0.417,0.879,0,-4.43,0,0.243,0.214,0,0.0811,0.704,87.437,231656,4,1,1,1374030
"1mKXFLRA179hdOWQBwUk9e","Just Give Me a Reason (feat. Nate Ruess)",1,76,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4,2,2,12386830
"1mNvijqTFRqisyURrtrhwa","Y Que Fue?",1,62,0.889,0.651,1,-6.563,1,0.0599,0.0512,0.0116,0.0955,0.874,132.938,163759,4,1,1,190401
"1mSdbey7RstGLY2udgXv74","Essence (feat. Justin Bieber & Tems)",0.990179087232813,84.66666667,0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,263289,4,3,2,54848934
"1mXVgsBdtIVeCLJnSnmtdV","Too Good At Goodbyes",0.997,88,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,4,1,1,18416150
"1mYShF0Y73yoKtpMwED679","fuck 3x",0.937142857142857,73,0.654,0.814,5,-5.472,0,0.0808,0.0699,0,0.107,0.687,180.074,161266,4,1,1,1531151
"1mbwBreiAlhsCNw3dxeMY9","Riposa in pace (feat. Drast)",0.987599645704163,60.5,0.555,0.711,7,-4.922,0,0.0791,0.334,0,0.153,0.231,149.91,156800,4,2,1,257510
"1mdZQZLNsckGDRYn1I6qUS","L",0,11,0.568,0.0944,7,-14.229,1,0.0977,0.996,0.961,0.112,0.412,97.455,50051,1,1,1,15
"1mnzEEYbu8dtwi8xBCLAbS","Night Zombie",0.974358974358974,15,0.625,0.692,9,-5.567,0,0.0528,0.0198,0,0.11,0.375,111.933,162857,4,2,1,53
"1moEucbMhmAK6KVPoNw6ms","Christmas Time Is Here",1,79,0.369,0.3,0,-11.994,1,0.0317,0.921,0.000718,0.168,0.24,75.745,210907,3,1,1,1338124
"1myKwR6JbIvo1iKY8nOzbc","Senza Parole",0.991041433370661,69,0.416,0.668,2,-5.074,1,0.0351,0.0154,0.000635,0.248,0.28,79.991,282720,4,1,1,2530903
"1n16h52XziJJhIvWAIlz6k","Na Catena (feat. Roshelle)",0.917525773195876,60.5,0.65,0.605,1,-9.483,0,0.148,0.279,0,0.108,0.558,100.823,165743,4,2,2,681426
"1n4esvV7r2y5heDizjTj14","Voci - Namanama Version",0.967853042479908,66,0.533,0.447,11,-8.891,1,0.0272,0.0865,0.0244,0.144,0.0664,92.978,226780,4,1,1,710976
"1n7xFAY4xoPeqRvrkzAtsw","Good Old-Fashioned Lover Boy - Remastered 2011",0.984,90,0.543,0.461,3,-6.724,1,0.0302,0.577,0,0.0563,0.385,96.803,173173,4,1,1,38849077
"1nBVvwpv68eWfbYVYcURQ9","S",0.984984984984985,67,0.445,0.558,10,-7.117,0,0.259,0.674,4.7e-06,0.175,0.294,74.041,170609,4,2,2,218991
"1nQRg9q9uwALGzouOX5OyQ","Radio Ga Ga - Remastered 2011",0.994,90,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,348227,4,1,1,38849077
"1nZzRJbFvCEct3uzu04ZoL","Part Of Me",0.987,88,0.678,0.918,5,-4.63,1,0.0355,0.000417,0,0.0744,0.769,130.028,216160,4,1,1,20221146
"1nahzW3kfMuwReTka28tH5","Hold On",0.991,98,0.658,0.634,1,-6.068,0,0.0431,0.0104,0,0.12,0.302,140.002,170813,4,1,1,54848934
"1ndyl3wJCFs872XZ3ztPk6","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",0.990715456034954,84.33333333,0.743,0.709,3,-3.922,0,0.0879,0.0451,5.18e-06,0.0809,0.831,170.001,258600,4,6,2,11746195
"1nt9UH3Bzu3wMCgE0LudzZ","Te penso ancora",0.972375690607735,72,0.618,0.433,0,-10.395,1,0.337,0.819,2.38e-06,0.0959,0.378,78.892,148875,4,1,1,1249093
"1nvWxMmYvr54Rf4Nr4nBlD","MI STO SUL CAZZO",0.959839357429719,73,0.603,0.642,7,-7.091,1,0.185,0.308,0,0.116,0.418,85.338,184235,4,1,1,1719801
"1nzkpbmH6aUtdCmLOifhHM","Nevica",0.976811594202899,60,0.758,0.541,11,-8.385,0,0.321,0.0202,0.000235,0.281,0.547,145.004,133000,3,2,2,35320
"1o3LMdo7cBHC6AIlBjKPjO","Ballata dell'amore cieco (o della vanità)",0.989,63,0.447,0.306,9,-10.638,0,0.0618,0.797,0.000693,0.0851,0.786,166.964,180920,4,1,1,869530
"1o3hgrxrtzKjsF36oLtook","Paradise Lost",0.891428571428571,73,0.757,0.545,1,-6.918,0,0.0968,0.129,2.16e-05,0.291,0.556,156.08,164119,4,1,1,1814554
"1oHClQEgDmmbcEx12Kc5nZ","4 Minutes (feat. Justin Timberlake & Timbaland)",0.991495076096688,80.33333333,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,4,3,1,11535118
"1oMZnVIuo6GmUNnemu8sLu","NEMESI (feat. BLANCO)",0.996451383960255,80.5,0.736,0.736,0,-7.597,0,0.0641,0.136,0.000345,0.0753,0.333,120.02,175627,4,2,2,1518528
"1oQWGp6FyooiBZtZdEKEJv","Fabio Volo",0.542857142857143,73,0.98,0.397,1,-10.081,1,0.0935,0.0447,0,0.208,0.701,116.022,204828,4,1,1,1814554
"1oYYd2gnWZYrt89EBXdFiO","Message In A Bottle",0.998,78,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280,4,1,1,4639363
"1oew3nFNY3vMacJAsvry0S","Me And My Broken Heart",0.990291262135922,65,0.545,0.783,5,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,193733,4,1,1,702581
"1of8D9YF8T2nkLuk30JZNX","Iris (Tra Le Tue Poesie)",0.998175182481752,57,0.721,0.596,1,-7.837,0,0.0231,0.229,0,0.193,0.434,97.934,238413,4,1,1,668008
"1ojRut8t5RYNmLpJkEdJ3V","I WANNA BE YOUR SLAVE (with Iggy Pop)",0.977142857142857,76.5,0.758,0.669,1,-3.838,1,0.0388,0.00659,0,0.0657,0.96,132.51,171901,4,2,2,5076272
"1opt74wELeXUL7l91Iej1s","Qui piove",0.603,32,0.62,0.658,10,-7.784,1,0.0733,0.237,0,0.0922,0.512,129.919,149326,4,2,1,1179
"1p9E8WC4aTSzArtqdQI1F5","Senza Pensieri (feat. Loredana Bertè & J-AX)",0.989565217391304,57.33333333,0.822,0.856,9,-4.354,1,0.0353,0.165,4.12e-05,0.0779,0.692,114.983,185935,4,3,2,1913648
"1pBFEy8cz0Fq4Pru0c4awd","Save Me - Remastered 2011",0.952,90,0.507,0.452,7,-6.8,1,0.0269,0.359,0,0.109,0.322,81.632,229920,3,1,1,38849077
"1pHVfiNHMMZYquR35fTZdM","I'm Going Slightly Mad - Remastered 2011",0.909,90,0.639,0.83,9,-6.322,0,0.0544,0.583,1.38e-05,0.189,0.299,115.64,262933,4,1,1,38849077
"1pjvlYOMIg1NhGQbM6iwrY","Light It Up (feat. Nyla & Fuse ODG) [Remix]",0.997247706422018,68.33333333,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4,3,3,6254721
"1qCQTy0fTXerET4x8VHyr9","What A Wonderful World",1,79,0.399,0.258,5,-16.028,1,0.033,0.792,1.86e-06,0.128,0.192,108.174,137520,3,1,1,2419245
"1qDrWA6lyx8cLECdZE7TV7","Somebody That I Used To Know",1,72,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,4,2,1,2290181
"1qMx707PFdFXdwLvcUTNz3","Non Avere Paura",0.941176470588235,62,0.568,0.678,0,-6.185,1,0.0366,0.428,0,0.107,0.241,104.992,247478,4,1,1,191744
"1qPsB0l91WTihn2frpYkKl","MILLE SPINE",0.833333333333333,69,0.693,0.493,9,-8.572,1,0.096,0.371,0,0.14,0.534,130.026,153613,3,1,1,470030
"1qRA5BS78u3gME0loMl9AA","For What It's Worth",0.997442455242967,63,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4,1,1,609066
"1qRgEKIeSrMcS62Ji4g8VT","Sad Boy (feat. Ava Max & Kylie Cantrall)",0.993103448275862,76.25,0.717,0.692,1,-5.971,0,0.0723,0.0675,0,0.088,0.524,102.996,141204,4,4,2,4674665
"1qlXnZMBaCDC8SI1sQJ3U6","Faded",0.989473684210526,71,0.86,0.476,9,-7.193,0,0.0487,0.00844,0.123,0.124,0.588,124.957,223485,4,1,1,741698
"1qwno7xb5mJe71xtMS6jl2","High Enough",0.994949494949495,75,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,231600,4,1,1,453858
"1qylvO4iCIZZcqc4TqSjTZ","Zombie - Acoustic Version",0.99390243902439,76,0.469,0.427,4,-7.954,0,0.0241,0.00414,3.77e-05,0.128,0.0821,84.053,241560,4,1,1,2706123
"1r1fPuhj9H4VdXr7OK6FL5","CASTLE OF GLASS",0.986988847583643,87,0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108,205400,4,1,1,20780804
"1r7UK61NfEp0dPscWav94I","Barbie",0.989130434782609,60,0.906,0.571,8,-6.335,1,0.277,0.0664,0,0.0689,0.709,148.018,165811,4,4,2,218991
"1r9xUipOqoNwggBpENDsvJ","Enemy (with JID) - from the series Arcane League of Legends",0.99970570924073,87.75,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,173381,4,4,3,37486645
"1rIKgCH4H52lrvDcz50hS8","Lush Life",0.993288590604027,79,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,201122,4,1,1,9582645
"1rlIrbWboTRGeKfHhgbJRZ","FLIP THE SWITCH (feat. Drake)",0.936950146627566,90.5,0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,156195,4,2,1,59845429
"1rllwbZiVbf8z0GqpYgFek","Wicked Game",0.982778415614237,66,0.475,0.415,9,-8.962,1,0.0291,0.447,9.73e-06,0.212,0.192,112.485,260818,4,1,1,710976
"1rqb2FCXVn2HNL1afJEnTr","9 and Three Quarters - Run Away",0.9375,81,0.639,0.756,1,-4.42,1,0.0606,0.0055,0,0.13,0.531,128.931,211867,4,1,1,5265446
"1rqqCSm0Qe4I9rUvWncaom","High Hopes",1,82,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,1,1,11098752
"1rv46mRwDqMEhOBZ7vODg3","It's Beginning to Look a Lot like Christmas",0.997340425531915,93,0.331,0.223,4,-11.274,1,0.0338,0.88,5.92e-06,0.343,0.355,92.896,207200,3,1,1,4944547
"1s9i7W8zx7Nxx78MUIsvjV","Outro",0.989010989010989,73,0.162,0.256,2,-11.296,1,0.0346,0.0332,0.0923,0.0621,0.0784,108.893,247027,4,1,1,1994972
"1sEC3X76vXgpsgnfaXEMwR","The First Noël (with Faith Hill)",1,72,0.194,0.296,3,-10.429,1,0.0322,0.741,2.82e-05,0.0862,0.121,91.547,273573,3,2,2,1456525
"1sFWEpf1aPYN576LS1aa4Y","Silent Night",0.998,90,0.172,0.363,10,-11.667,1,0.0343,0.812,0,0.113,0.236,174.903,219293,3,1,1,7336768
"1sTsuZTdANkiFd7T34H3nb","Human",0.997,81,0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,245373,4,1,1,6329825
"1sWeSMifj6Z6kZyI6z3bRc","Warriors",0.985,92,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086,171040,4,1,1,37486645
"1sajOsIfI8ncxrb1I7Ak5D","El Anciano y el Niño",1,61,0.697,0.718,10,-5.762,0,0.327,0.556,2.61e-05,0.0938,0.787,85.763,198221,4,1,1,63614
"1ssmjAYSU5PbmsjLq5yrNH","Never Give Up",0.972,91,0.568,0.936,6,-2.961,0,0.053,0.00497,0.0138,0.12,0.605,91.009,221987,4,1,1,21901445
"1stFp5p3h2svKierTqfEN6","SHIMMY SHIMMY",0.993630573248408,59.5,0.751,0.74,7,-6.826,1,0.0438,0.0285,4.87e-06,0.13,0.756,115.94,160119,4,2,1,565909
"1t0Jmqg1pKVBbxjQFZebeR","Marea (We’ve Lost Dancing)",1,68.5,0.761,0.781,5,-6.778,0,0.141,0.0681,0.108,0.0607,0.473,123.023,285375,4,2,1,83952
"1t47MgaiRLMnwIbp2rdsGn","uhh",1,65,0.424,0.413,6,-15.691,0,0.0816,0.51,0.00808,0.13,0.236,113.412,83948,4,1,1,25626
"1t6xoDooMgAqlYDOLTrsxj","QUALCOSA IN CUI CREDERE - Lo scheletro (feat. Guè)",0.914833215046132,81.5,0.646,0.874,9,-4.313,1,0.22,0.232,0,0.177,0.319,79.588,212316,4,2,1,1778304
"1ta7346unwX9mJOqbSB9wD","Have Yourself A Merry Little Christmas",0.998,82,0.611,0.247,7,-9.038,1,0.0419,0.961,2.74e-06,0.218,0.484,112.239,175840,4,1,1,2096096
"1tfrIVuB00TwXpQiyrqpJw","Solo una botta",0.895604395604396,67,0.767,0.648,0,-5.121,1,0.206,0.134,0,0.0872,0.963,162.137,226280,4,1,1,1122136
"1thFyozce9U4LsdXYpheBl","Lei No (Il Tradito)",0.857954545454545,73,0.865,0.605,6,-11.038,0,0.287,0.403,0.0087,0.0982,0.344,113.936,222880,4,1,1,629141
"1thoA4abszPxk2TS4JvSbv","Christmas Dreaming",0.871,89,0.197,0.18,10,-14.385,1,0.0345,0.805,0.000175,0.176,0.186,86.161,179267,1,1,1,5289098
"1tjOgR3A8vzYKXpqjkVgec","CASA NUOVA (feat. Venerus)",0.984962406015038,65,0.5,0.644,0,-5.349,1,0.184,0.127,0,0.0703,0.247,167.963,184234,4,4,2,342441
"1tkg4EHVoqnhR6iFEXb60y","What You Know Bout Love",1,89,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4,1,1,8721767
"1tmxGSXmeKk5NjZh3hIG7v","Strappati Lungo i Bordi",1,50,0.421,0.863,11,-5.36,1,0.112,0.111,0,0.093,0.342,149.152,199384,4,1,1,25595
"1tqT6DhmsrtQgyCKUwotiw","I Heard It Through The Grapevine",0.999,77,0.711,0.362,3,-10.851,0,0.0381,0.272,0,0.127,0.616,117.287,194293,4,1,1,4384614
"1txfUwxXQWeor9uletb8PB","GLIDE (feat. Simba La Rue)",0.982213438735178,62.33333333,0.77,0.501,6,-9.17,0,0.492,0.162,0,0.107,0.424,142.012,157700,4,3,2,53928
"1u73tmG4xQschbK8cXxSD9","Love Tonight",0.971698113207547,77,0.796,0.552,0,-7.226,1,0.0314,0.00113,0.0101,0.0876,0.468,123.004,493796,4,1,1,53553
"1u8c2t2Cy7UBoG4ArRcF5g","Blank Space",0.998,100,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231827,4,1,1,47362363
"1uMHCAyGmHqyygoNRuo7MV","edamame (feat. Rich Brian)",1,79,0.815,0.848,4,-4.704,0,0.115,0.023,0.000162,0.0265,0.684,106.032,133707,4,2,1,1942188
"1uQ1TZ9YIWCtBTgq09uoix","Up And Down",0.911627906976744,95,0.829,0.761,10,-4.882,0,0.117,0.186,7.78e-06,0.0705,0.67,74.979,151507,4,1,1,13925967
"1uRs0KvO2qWlCWvmaqMw0i","VODKA",0.90625,58.5,0.61,0.691,1,-5.833,1,0.118,0.034,0,0.0997,0.45,91.509,141639,4,2,1,176527
"1uW021LCdqbdOloYQCn66q","Useless",1,36,0.611,0.653,9,-8.126,1,0.0378,0.00127,0.0221,0.485,0.4,131.999,147499,4,1,1,4762
"1uXJYnCsXy2v50y0fDEEiV","LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO)",0.995333333333333,74.66666667,0.658,0.674,5,-6.848,0,0.0484,0.114,1.84e-05,0.147,0.164,129.914,237614,3,3,2,2134380
"1uXTmRC98MQGFJjfNyX0Cy","D",0.552941176470588,51.5,0.605,0.434,4,-9.455,1,0.0501,0.206,1.14e-06,0.178,0.257,120.951,122524,4,2,1,21883
"1uedlGRDqhEC2pnHyjOFgo","J",1,0,0.804,0.467,2,-6.453,0,0.0458,0.701,0.931,0.143,0.496,89.983,214666,4,1,1,65
"1uh1iaMqBdx4XyrXhssKGD","It's Beginning To Look A Lot Like Christmas",1,87,0.464,0.259,3,-9.194,1,0.0379,0.869,0.000326,0.116,0.531,97.586,164613,4,1,1,385398
"1uoOJcYdtlWPrA6UsUHEah","Kobra",0.995283018867924,44,0.822,0.517,0,-11.347,0,0.0956,0.713,0.00632,0.155,0.763,117.377,207160,4,1,1,23529
"1v7L65Lzy0j0vdpRjJewt1","Lose Yourself - From ""8 Mile"" Soundtrack",0.985981308411215,94,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227,4,1,1,50789465
"1v9OR23wz65Tkw4vaqo5t1","Abbracciame",0.992424242424242,44,0.635,0.355,6,-10.028,0,0.0389,0.882,1.01e-06,0.126,0.407,108.933,246987,4,1,1,21180
"1vAo6glf0USdNmZI2fCmEu","SCASSI IL CAZZO FREESTYLE",0.99702380952381,44.5,0.629,0.557,9,-8.706,1,0.337,0.00198,0,0.138,0.146,180.024,149333,4,2,2,35715
"1vFQYqKTk8UOlMi8PoPxjP","Giornate vuote (feat. Gemitaiz)",0.922680412371134,64.5,0.668,0.73,8,-6.164,0,0.197,0.412,0,0.138,0.484,93.1,205161,4,2,1,1814554
"1vNoA9F5ASnlBISFekDmg3","Zombie",1,66,0.448,0.826,2,-3.244,0,0.0319,0.00756,0,0.117,0.19,77.093,254805,4,1,1,540722
"1vVACNObD8anWLnPODyir5","UNLOCK THE SWAG",0.978723404255319,48.33333333,0.828,0.568,0,-6.497,1,0.221,0.547,0.000131,0.421,0.687,119.687,174571,4,3,2,15887
"1vcMNW6oHFjG9vBV8UosHo","Parla Chiaro",0.520547945205479,66,0.637,0.761,0,-8.012,1,0.489,0.18,0,0.172,0.676,80.705,150000,4,1,1,625623
"1vcluwUZ3IZYtRwULczDTl","Ultima confessione",0.993964996982499,64,0.616,0.563,0,-8,1,0.0436,0.666,7.72e-06,0.105,0.447,94.953,168632,4,2,1,433248
"1vkUmedJVhScV9MmRsLGSY","Just You and I - Acoustic",0.990752972258917,72,0.477,0.52,9,-7.582,1,0.395,0.679,4.34e-06,0.0978,0.383,171.895,198102,4,1,1,898364
"1vugpigwtomX2i4GfYWsqD","SPINGERE UNA CATERVA",0.966666666666667,38,0.729,0.852,10,-4.117,0,0.359,0.0765,0,0.0535,0.486,99.649,156000,4,2,2,5541
"1vvNmPOiUuyCbgWmtc6yfm","My Way",0.972451790633609,86,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,219160,4,1,1,22396997
"1vxw6aYJls2oq3gW0DujAo","Crazy",0.992,66,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,177466,4,1,1,429141
"1w2UbFSLcpvhpqilcXmNiY","68",0.772727272727273,73,0.773,0.725,6,-6.001,1,0.208,0.0685,0.000124,0.67,0.742,101.925,217000,4,1,1,629141
"1w9kdbTmkBuc1kOPLxdJXz","WAP WAP",0.805555555555556,46,0.792,0.504,8,-9.253,0,0.101,0.0995,0,0.0642,0.627,125.979,147102,3,2,2,15887
"1wPviEA9YrrNWj6orbOIWC","Good as Hell - BNDR Remix",0,51,0.851,0.92,10,-3.381,0,0.108,0.0176,0.0611,0.188,0.644,121.978,223319,4,2,2,4286859
"1wQXj5bgxyZQ2XmE2X9s6n","Til Kingdom Come",0.952,93,0.607,0.395,0,-9.593,1,0.0287,0.61,0.00768,0.33,0.274,115.068,250668,4,1,1,33384131
"1wVuPmvt6AWvTL5W2GJnzZ","Talking to the Moon",0.985052316890882,93,0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,217867,4,1,1,36749529
"1wgJJJZJbLcgYLQKC34Kkn","Lshoja zanin",1,56,0.457,0.449,10,-11.033,0,0.0679,0.471,2.35e-06,0.415,0.662,171.624,195981,4,1,1,61508
"1ws9IBGum9LLNEdSVNO2pH","Mama (feat. Nitro)",0.998297872340426,69.5,0.873,0.636,10,-7.594,1,0.0785,0.114,6.15e-06,0.478,0.355,121.009,180581,4,2,1,1814554
"1x3Qb8np6S1UvpSLthwEJN","MI FAI IMPAZZIRE",1,79.5,0.477,0.844,11,-4.87,1,0.0458,0.00273,0,0.137,0.203,169.941,220235,4,2,2,4602336
"1x6TxZbGrpgOEwfKTgToH0","Ora ti canto il mare",0.973372781065089,62,0.568,0.875,0,-7.233,1,0.0785,0.07,1.69e-06,0.13,0.595,113.953,194737,4,1,1,941755
"1xBzdAWY3HWy93IFxEaRpI","Up And Away",0.992056970692961,43.2,0.713,0.604,0,-6.976,0,0.373,0.524,0,0.113,0.78,81.958,225431,4,5,1,2053
"1xIqDFx3KdByBnKMlTECcM","Coming for You (feat. A1 x J1)",0.985507246376812,71.5,0.813,0.481,1,-6.71,1,0.231,0.217,0,0.0931,0.842,140.122,178286,4,2,1,75303
"1xJnEZ9UNv9LyFn2pClfwU","Tutto Ok (feat. Frah Quintale)",0.836363636363636,67,0.752,0.8,4,-6.402,0,0.13,0.0366,1.85e-06,0.13,0.409,115.027,214435,4,2,1,435006
"1xNmF1Uep5OGutizZSbKvd","One Of Us",0.997093023255814,57,0.316,0.499,9,-7.899,1,0.0298,0.0108,1.81e-05,0.126,0.403,174.782,320467,4,1,1,150415
"1xQ6trAsedVPCdbtDAmk0c","Savage Love (Laxed - Siren Beat)",0.997701149425287,78.5,0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,171375,4,2,1,10542848
"1xd9zscsoLyl8BrDja9WPj","O",0.641791044776119,46,0.4,0.697,7,-9.231,1,0.0855,0.0789,0.527,0.0859,0.0751,145.993,394533,4,1,1,108095
"1xg3kuOWt3OXvI3TscVDaQ","Renè & Francis",0.911262798634812,67.5,0.813,0.907,1,-3.591,1,0.133,0.249,1.22e-06,0.146,0.44,103.035,176795,4,2,1,1374030
"1xg4PHGbNxR3v2gxE8SSeF","4Z",0.414634146341463,76,0.664,0.593,1,-8.467,0,0.121,0.137,1.16e-05,0.16,0.504,132.033,141773,4,1,1,991118
"1xpq0c42hIK5sZBCxsoG04","I Soldi Parlano",0.829059829059829,75,0.551,0.573,8,-8.653,0,0.476,0.39,1.59e-06,0.0996,0.438,89.242,194712,4,1,1,3100308
"1xyUCr7dIJYaUaaiDf4Q1L","queen of broken hearts",0.992732558139535,85,0.717,0.712,0,-6.098,1,0.0765,0.00663,0,0.0756,0.825,97.019,171172,4,1,1,4520901
"1xzBco0xcoJEDXktl7Jxrr","Mo Bamba",0.986486486486487,68,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,1,1,1212764
"1y3bE5i57eUm3hfLAc7h08","Walking The Wire",0.975,92,0.54,0.761,4,-5.339,1,0.0372,0.0163,0,0.0941,0.147,100.008,232907,4,1,1,37486645
"1yPHgpNbt3veEinJa3AKPs","White Christmas (with Shania Twain)",0.992452830188679,84.5,0.606,0.488,10,-7.018,1,0.0385,0.434,1.13e-05,0.134,0.636,127.039,218465,4,2,2,4944547
